,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,IPK_TERAKHIR
1089,P,MTK,G5,SRJN,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2146,P,IF,G3,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1893,P,BIO,G5,SRJN,PS,PSN,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
181,P,FISIKA,G2,SMTA,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
1223,P,MTK,G2,SMP,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
518,P,FISIKA,G3,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
229,L,FISIKA,G3,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1689,P,BIO,G3,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
2185,L,IF,G4,SRJN,GRD,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
897,P,MTK,G3,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_M
1554,L,BIO,G1,SRJN,PS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1733,P,BIO,G2,LL,BPN,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1172,P,MTK,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1076,P,MTK,G4,SRJN,GRD,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1114,L,MTK,G4,SD,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1724,P,BIO,G4,SMTA,PNS,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1804,L,BIO,G1,SMTA,BPN,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_M
1150,P,MTK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_M
1159,L,MTK,G3,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
331,P,FISIKA,G2,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
883,P,MTK,G3,SMP,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
912,P,MTK,G2,SMP,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
237,L,FISIKA,G3,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1036,P,MTK,G2,SRJN,GRD,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
243,L,FISIKA,G3,SRJN,GRD,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
260,P,FISIKA,G2,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
983,P,MTK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1177,P,MTK,G4,SMP,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1063,L,MTK,G2,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1799,P,BIO,G4,SMTA,LL,LL,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_M
251,L,FISIKA,G2,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1508,P,BIO,G2,SD,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1636,L,BIO,G3,SMTA,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
1781,L,BIO,G5,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
475,L,FISIKA,G3,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1651,P,BIO,G2,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
312,P,FISIKA,G2,SD,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
956,P,MTK,G2,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1193,P,MTK,G3,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
292,L,FISIKA,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
155,L,FISIKA,G2,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,IPK_M
1199,P,MTK,G7,SRJN,GRD,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1557,P,BIO,G1,SRJN,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1240,L,MTK,G2,SD,PS,PS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_M
264,P,FISIKA,G3,SMTA,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1106,P,MTK,G3,SMTA,LL,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_M
1217,P,MTK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
862,P,MTK,G3,SMTA,PNS,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
185,P,FISIKA,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
219,P,FISIKA,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1746,P,BIO,G5,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
428,P,FISIKA,G2,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
246,P,FISIKA,G3,SD,LL,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_M
1549,L,BIO,G2,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,IPK_M
231,P,FISIKA,G3,SMP,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1561,P,BIO,G2,SMP,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
310,P,FISIKA,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
1055,L,MTK,G3,SMTA,PDG,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_M
336,L,FISIKA,G5,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1512,P,BIO,G4,SMP,LL,PNS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,IPK_M
2273,P,IF,G2,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
189,P,FISIKA,G1,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
914,P,MTK,G2,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,IPK_M
274,P,FISIKA,G2,SMTA,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
340,P,FISIKA,G4,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_M
1642,P,BIO,G2,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1696,P,BIO,G2,SD,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
454,P,FISIKA,G3,LL,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
924,L,MTK,G3,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
268,L,FISIKA,G2,SD,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_M
847,P,MTK,G3,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_M
1080,P,MTK,G3,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
200,P,FISIKA,G5,SRJN,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1198,P,MTK,G6,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
205,L,FISIKA,G1,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_M
1931,P,BIO,G4,SRJN,PNS,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
1803,P,BIO,G1,LL,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
304,L,FISIKA,G1,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
358,P,FISIKA,G2,SD,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
1984,P,BIO,G3,SRJN,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_CUM
1990,P,BIO,G4,SRJN,LL,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_B,IPK_CUM
2227,L,IF,G2,SMTA,LL,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
2312,P,IF,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
1596,P,BIO,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
426,P,FISIKA,G2,SD,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
2102,P,IF,G3,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
1254,P,MTK,G3,SMTA,PS,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
2368,P,IF,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
1991,P,BIO,G4,SMTA,BPN,LL,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,IPK_CUM
2219,L,IF,G4,SRJN,LL,GRD,IPS1_CUM,IPS2_M,SKS1_B,SKS2_B,IPK_CUM
1265,P,MTK,G3,SMTA,LL,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
950,P,MTK,G2,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
1757,P,BIO,G2,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
2130,P,IF,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
1637,P,BIO,G1,SD,LL,LL,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
1920,P,BIO,G7,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
1989,P,BIO,G1,SMTA,PDG,LL,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
1907,P,BIO,G4,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
1541,P,BIO,G3,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
1890,P,BIO,G2,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
1941,P,BIO,G2,LL,GRD,LL,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
2288,L,IF,G4,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
1604,P,BIO,G3,SMP,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
1256,P,MTK,G4,SMTA,LL,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
220,P,FISIKA,G2,SD,LL,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
2055,L,IF,G2,SMTA,LL,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
1709,P,BIO,G3,SMP,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
2310,P,IF,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
890,L,MTK,G3,SD,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
2332,P,IF,G3,SRJN,LL,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
400,P,FISIKA,G3,SRJN,PNS,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_CUM
1840,P,BIO,G2,SMP,PDG,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
2198,L,IF,G3,SRJN,PS,PS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
1558,P,BIO,G4,SRJN,GRD,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
481,P,FISIKA,G1,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
270,P,FISIKA,G3,SRJN,PNS,GRD,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
609,L,FISIKA,G3,SMTA,PDG,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
157,P,FISIKA,G1,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_CUM
599,L,FISIKA,G1,SMP,BPN,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_CUM
2371,P,IF,G4,SMTA,LL,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_CUM
2216,L,IF,G4,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
2357,L,IF,G3,SRJN,GRD,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
2176,P,IF,G3,SMTA,PDG,PSN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_CUM
1034,P,MTK,G3,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
2202,L,IF,G5,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
91,L,FISIKA,G3,SRJN,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_K,SKS2_B,IPK_KM
2142,L,IF,G3,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
258,P,FISIKA,G2,SRJN,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_KM
966,L,MTK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
2155,L,IF,G2,SRJN,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_KM
297,L,FISIKA,G2,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,IPK_KM
1563,L,BIO,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1007,P,MTK,G1,SMTA,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1013,P,MTK,G2,SMP,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
222,P,FISIKA,G3,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
978,L,MTK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1060,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1107,L,MTK,G4,LL,PS,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1042,L,MTK,G5,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
351,P,FISIKA,G1,SMTA,BPN,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_KM
1219,P,MTK,G4,SMTA,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
1020,L,MTK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
226,P,FISIKA,G4,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
149,L,FISIKA,G2,SRJN,PNS,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
2224,L,IF,G4,SRJN,GRD,PS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_KM
164,P,FISIKA,G1,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,IPK_KM
