,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,STATUS_LULUS
1234,P,MTK,G1,LL,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
397,P,FISIKA,G4,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1050,P,MTK,G4,SMTA,PNS,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
190,P,FISIKA,G3,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
2259,P,IF,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1091,L,MTK,G3,SMTA,LL,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
266,P,FISIKA,G1,SD,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1656,P,BIO,G3,SMP,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1735,P,BIO,G2,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
276,P,FISIKA,G2,SMTA,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
963,P,MTK,G1,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
876,P,MTK,G3,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1910,P,BIO,G3,LL,LL,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LLW
1199,P,MTK,G7,SRJN,GRD,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1011,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
889,P,MTK,G1,SMP,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
1716,P,BIO,G2,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1988,P,BIO,G4,SMTA,LL,LL,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
2212,L,IF,G5,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
1156,P,MTK,G1,LL,LL,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1129,P,MTK,G3,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
1019,P,MTK,G3,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
479,P,FISIKA,G2,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1881,L,BIO,G2,SD,PDG,PDG,IPS1_M,IPS2_CUM,SKS1_B,SKS2_B,LLW
1683,L,BIO,G4,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
341,L,FISIKA,G4,SMTA,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
173,L,FISIKA,G3,SMTA,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1032,P,MTK,G4,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1533,P,BIO,G2,SRJN,PS,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1167,P,MTK,G3,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LTW
508,P,FISIKA,G2,SD,LL,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1723,P,BIO,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1186,P,MTK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1317,L,MTK,G2,LL,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
1081,L,MTK,G2,SD,BPN,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1041,L,MTK,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1705,L,BIO,G3,SRJN,GRD,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
2272,L,IF,G3,LL,LL,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1906,P,BIO,G3,SRJN,PDG,LL,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
1889,P,BIO,G3,SMP,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
306,P,FISIKA,G4,SRJN,PDG,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
2238,L,IF,G2,SRJN,GRD,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
221,P,FISIKA,G2,LL,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2308,L,IF,G5,SRJN,GRD,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
2297,P,IF,G3,SRJN,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
147,L,FISIKA,G4,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
1912,P,BIO,G5,SRJN,GRD,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
1276,P,MTK,G3,SRJN,GRD,ABRI,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
2357,L,IF,G3,SRJN,GRD,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LC
1613,P,BIO,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2315,L,IF,G3,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1626,P,BIO,G1,SD,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
977,L,MTK,G2,SMTA,PDG,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
2126,L,IF,G3,SMP,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
1195,L,MTK,G4,SMTA,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2000,P,BIO,G3,SMP,PS,PS,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LLW
184,P,FISIKA,G3,SMP,PDG,GRD,IPS1_SM,IPS2_M,SKS1_K,SKS2_B,LLW
432,P,FISIKA,G4,SMP,PDG,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
343,P,FISIKA,G1,SD,BPN,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1059,P,MTK,G3,SMTA,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
498,L,FISIKA,G2,SD,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
1952,L,BIO,G2,SRJN,LL,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,LLW
1078,P,MTK,G3,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
300,P,FISIKA,G4,SMP,BPN,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
2216,L,IF,G4,SMTA,LL,PS,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LLW
401,L,FISIKA,G3,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
438,L,FISIKA,G3,SMTA,LL,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
2248,P,IF,G4,SRJN,LL,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
2314,P,IF,G3,SRJN,GRD,PSN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LLW
402,P,FISIKA,G2,SMP,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
2286,P,IF,G3,SRJN,GRD,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
183,P,FISIKA,G2,SMP,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_C,LLW
269,P,FISIKA,G3,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
892,P,MTK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
191,P,FISIKA,G3,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1006,P,MTK,G3,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2222,P,IF,G3,SMTA,PDG,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
355,L,FISIKA,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1865,P,BIO,G3,SD,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
516,P,FISIKA,G2,SMTA,LL,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LLW
986,P,MTK,G3,SRJN,PNS,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
1555,P,BIO,G4,SMTA,LL,LL,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LTW
1120,L,MTK,G4,SRJN,PNS,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1305,P,MTK,G4,SMTA,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
305,P,FISIKA,G3,SRJN,GRD,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LC
1141,P,MTK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
851,L,MTK,G3,SD,LL,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_C,LTW
158,P,FISIKA,G2,SMTA,LL,BPN,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,LTW
1053,L,MTK,G4,SD,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1770,L,BIO,G2,LL,PS,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1152,L,MTK,G3,SRJN,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1579,P,BIO,G2,LL,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1580,P,BIO,G2,SMTA,PDG,PS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
888,P,MTK,G3,SMTA,PS,GRD,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
1867,P,BIO,G2,SMTA,LL,LL,IPS1_M,IPS2_KM,SKS1_B,SKS2_SB,LTW
1055,L,MTK,G3,SMTA,PDG,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1124,P,MTK,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1178,P,MTK,G3,LL,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
1057,P,MTK,G5,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1090,P,MTK,G1,SMP,BPN,BPN,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LC
1601,P,BIO,G3,SRJN,GRD,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1660,L,BIO,G2,SD,BPN,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1819,P,BIO,G2,SMTA,PDG,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1183,P,MTK,G3,SRJN,PDG,LL,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
890,L,MTK,G3,SD,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
445,P,FISIKA,G3,SRJN,GRD,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1248,P,MTK,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
504,P,FISIKA,G4,SMTA,LL,GRD,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LLW
2103,P,IF,G6,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
364,L,FISIKA,G3,SMTA,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2298,P,IF,G5,SRJN,PNS,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
1763,P,BIO,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
1216,P,MTK,G2,SD,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
922,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
2184,L,IF,G4,SMTA,PDG,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
2075,P,IF,G3,SMTA,PS,PS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,LLW
1296,P,MTK,G6,SMP,PDG,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
2235,L,IF,G4,SMP,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1553,L,BIO,G3,SMTA,LL,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
1998,P,BIO,G4,SMTA,PDG,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LLW
1162,P,MTK,G1,LL,BPN,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1525,P,BIO,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
383,P,FISIKA,G3,SMTA,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
944,P,MTK,G1,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
521,P,FISIKA,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
1549,L,BIO,G2,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
1190,L,MTK,G4,SRJN,GRD,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LTW
1921,L,BIO,G4,SRJN,LL,PS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
948,P,MTK,G3,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1732,P,BIO,G2,SMP,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
1073,P,MTK,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LTW
1082,P,MTK,G4,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1790,L,BIO,G3,SMTA,BPN,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1884,P,BIO,G5,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
1273,L,MTK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1119,P,MTK,G3,SMTA,PNS,PS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
1047,P,MTK,G4,SMTA,PS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1842,L,BIO,G4,SMTA,GRD,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
313,P,FISIKA,G2,LL,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1544,L,BIO,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
265,P,FISIKA,G3,SMTA,PDG,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1221,L,MTK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1821,P,BIO,G3,SRJN,PDG,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1577,P,BIO,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
233,L,FISIKA,G2,SD,BPN,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
969,P,MTK,G1,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1205,L,MTK,G2,SRJN,PSN,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
874,P,MTK,G1,SMP,PS,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1985,P,BIO,G4,SRJN,LL,ABRI,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LLW
1146,P,MTK,G2,SD,BPN,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1318,P,MTK,G2,SMTA,GRD,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
937,P,MTK,G4,SMTA,PNS,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1797,P,BIO,G6,SMP,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
987,P,MTK,G1,SMP,PDG,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
856,P,MTK,G3,SRJN,GRD,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_C,LLW
1637,P,BIO,G1,SD,LL,LL,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
522,P,FISIKA,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
232,L,FISIKA,G3,SMTA,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1670,P,BIO,G2,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
137,L,FISIKA,G1,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
1781,L,BIO,G5,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2160,L,IF,G3,SD,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
995,P,MTK,G1,SMTA,LL,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1603,P,BIO,G2,SMTA,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LC
2111,L,IF,G4,LL,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
1002,P,MTK,G5,SRJN,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
2253,P,IF,G4,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
935,L,MTK,G3,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
972,P,MTK,G3,SMTA,LL,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
1907,P,BIO,G4,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
875,P,MTK,G3,SMP,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
1677,P,BIO,G3,SRJN,PNS,LL,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
2118,P,IF,G3,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
965,L,MTK,G3,SRJN,LL,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1639,P,BIO,G3,SD,BPN,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1894,P,BIO,G6,SMTA,LL,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
1669,P,BIO,G2,SD,PDG,PDG,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,LTW
931,P,MTK,G2,SRJN,LL,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
842,P,MTK,G3,SRJN,PDG,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
1740,P,BIO,G4,SMTA,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
263,P,FISIKA,G2,SMTA,PDG,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
973,P,MTK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
1602,P,BIO,G2,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
1064,P,MTK,G2,SRJN,LL,LL,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LTW
391,L,FISIKA,G3,SD,BPN,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
2166,P,IF,G4,SRJN,PNS,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LTW
924,L,MTK,G3,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1822,P,BIO,G6,SMP,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
412,P,FISIKA,G2,SMTA,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LTW
1957,L,BIO,G3,SMTA,BPN,BPN,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
1702,P,BIO,G6,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1576,P,BIO,G3,SRJN,GRD,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1282,P,MTK,G3,SD,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
2195,L,IF,G1,SD,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
217,L,FISIKA,G3,SRJN,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1021,P,MTK,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1009,P,MTK,G2,SD,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
273,L,FISIKA,G2,LL,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
828,L,MTK,G3,SD,LL,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
382,L,FISIKA,G2,SD,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
1255,P,MTK,G2,LL,LL,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
142,P,FISIKA,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
1149,P,MTK,G4,SRJN,PNS,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LTW
248,P,FISIKA,G2,LL,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1977,P,BIO,G2,SMTA,LL,LL,IPS1_CUM,IPS2_KM,SKS1_SB,SKS2_K,LLW
974,P,MTK,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LTW
1727,P,BIO,G3,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1684,L,BIO,G3,SRJN,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1168,P,MTK,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
436,P,FISIKA,G1,LL,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1193,P,MTK,G3,SMP,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1017,L,MTK,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2190,L,IF,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
342,L,FISIKA,G1,SD,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
150,P,FISIKA,G3,SD,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LTW
1094,P,MTK,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1772,L,BIO,G3,SRJN,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LTW
861,P,MTK,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_C,SKS2_C,LTW
1936,P,BIO,G2,SD,BPN,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LTW
